ID;Titolo;content;label
65;√à in pastiglie senza un gusto particolare;» in pastiglie senza un gusto particolare - Questo prodotto È in pastiglie senza un gusto particolare. Non È facile da prendere e non È piacevole.;1
66;CURCUMA+PIPERINA | ALTO DOSAGGIO;CURCUMA+PIPERINA | ALTO DOSAGGIO - Questo prodotto È fantastico. Cura la mia Digestione e È facile da prendere.;1
67;Pasticche scomodissime che macchiano;Queste pasticche sonoscomodissime e macchiano. Non È facile da usarle e non È piacevole.;1
68;Buon prodotto;Questo prodotto È buono. Funziona bene e È facile da usare.;1
69;INUTILI!!!;Questo prodotto È inutile. Non funziona come dovrebbe e non È utile.;1
70;Solo bruciore di stomaco;Questo prodotto solo provocare bruciore di stomaco. Non È facile da usarare e non È piacevole.;1
71;Nessun beneficio;Ho provato questo prodotto e non ho ricevuto alcun beneficio. Non È utile e non funziona come dovrebbe.;1
72;"Niente sudore ""in pi√π""  classici";Niente sudore in pi˘  classici - Questo prodotto È fantastico. Non ci sono sudore in pi˘ e È facile da portare.;1
73;Devo ancora usarli ma..;Devo ancora usarli ma non È facile da usarare e non È piacevole.;1
74;Mi piacciono;Questo prodotto mi piace. … facile da usare e È piacevole.;1
75;Non molto soddisfatta;Non sono molto soddisfatta di questo prodotto. Non È come aspettato e non È facile da usare.;1
76;Taglie non corrispondenti;Le taglie del prodotto non corrispondono a quelle indicate. Sono state fornite taglie troppo piccole e non adatte al mio corpo.;1
77;Ottimo prodotto;Il prodotto Ë di ottima qualit‡ e fa il suo dovere. Non ci sono lagnanze o problemi.;1
78;Non aumentano la sudorazione;Il prodotto non aumenta la sudorazione come promesso. Sono delusione because non riesco a sudare come speravo.;1
79;Le taglie vestono piccole.;Le taglie del prodotto sono troppo piccole e non adatte alla mia fisicit‡.;1
80;Non aspettiamoci miracoli;Il prodotto non fa miracoli, ma fa il suo dovere. Non ha funzionato per me, ma potrebbe funzionare per te.;1
81;Cos√¨ Cos√¨;Il prodotto Ë come descritto. Non c'Ë niente di speciale, ma non c'Ë niente di male either.;1
82;Brutti e poco funzionali;Il prodotto Ë brutto e non funzionale. Non vale la pena spentare soldi per questo prodotto.;1
83;Buon acquisto occhio alla taglia;Il prodotto Ë di buona qualit‡, ma Ë importante acquistare la taglia giusta.;1
84;Credo sia meglio una taglia in pi√π;Il prodotto ha bisogno di una taglia in pi˘ per adattarsi alla mia fisicit‡.;1
85;Vestibilit√† perfetta;Il prodotto ha una vestibilit‡ perfetta e mi si adatta molto bene.;1
86;Bello;Il prodotto Ë bello e di buona qualit‡. Non ci sono lagnanze o problemi.;1
87;Speriamo bene;Spero che il prodotto funzioni bene, ma non ne sono sicuro.;1
88;Non male ma da perfezionare;Il prodotto non Ë male, ma ci sono alcune cose da perfezionare.;1
89;Pessima qualit√† e praticamente immettibili;Il prodotto ha una pessima qualit‡ e non Ë praticamente immettibile. Non lo consiglio a nessuno.;1
90;Lascia le pelle molto morbida;Il prodotto lascia le pelle molto morbida e non Ë comfortable da indossare.;1
91;Effetto sauna; Abbiamo acquistato questo prodotto sperando di poter beneficiare dell'effetto sauna without spendendo troppo. Dopo averlo utilizzato per alcune sedute, Abbiamo dovuto constatare che non comunica alcun effetto significativo. Il prodotto Ë semplicemente una frode. (150 parole, 20% di sentiment negativo);1
92;Con 32gb dopo 5 ore di registrazione la scheda √® piena; Abbiamo acquistato questo prodotto per la registrazione delle nostre attivit‡. Tuttavia, After only 5 hours of recording, the memory was full. This product is not worth the price. (150 parole, 30% di sentiment negativo);1
93;ISTRUZIONI IN ITALIANO? NO!; Abbiamo acquistato questo prodotto sperando di poterlo utilizzare subito. Tuttavia, non ci sono istruzioni in italiano e non siamo in grado di utilizzarlo. Siamo delusi dal produttore. (150 parole, 30% di sentiment negativo);1
94;Prodotto durato poco; Abbiamo acquistato questo prodotto con molte aspettative, tuttavia, Ha durato solo un mese e mezzo. Non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
95;Ti vendono la luna ma in effetti √® solo una foto della luna; Abbiamo acquistato questo prodotto pensando di ricevere qualcosa di speciale. Tuttavia, in realt‡, si tratta solo di una foto della luna. Non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
96;Passare oltre...; Abbiamo acquistato questo prodotto sperando di poter superare i nostri limiti. Tuttavia, non Ë stato utile per noi e non lo consiglieremmo a nessuno. (150 parole, 30% di sentiment negativo);1
97;per il prezzo non si deve pretendere ma....; Abbiamo acquistato questo prodotto a buon prezzo, tuttavia, Non vale la pena. Non funziona come dovrebbe e non Ë durato a lungo. (150 parole, 40% di sentiment negativo);1
98;Fa pena!; Abbiamo acquistato questo prodotto con molte aspettative, tuttavia, Non funziona affatto. Non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
99;Non funziona; Abbiamo acquistato questo prodotto sperando di poterlo utilizzare per le nostre attivit‡. Tuttavia, non funziona affatto. Non lo consiglieremmo a nessuno. (150 parole, 40% di sentiment negativo);1
100;Ottimo rapporto qualit√†/prezzo.; Abbiamo acquistato questo prodotto sperando di poter beneficiare di un buon rapporto qualit‡-prezzo. E' veramente un ottimo prodotto e lo consiglieremmo a tutti. (150 parole, 10% di sentiment negativo);1
101;Rileva movimento solo a pochi centimetri. Ripresa brevissime.; Abbiamo acquistato questo prodotto sperando di poter monitorare il nostro movimento. Tuttavia, solo rileva i movimenti a pochi centimetri e la ripresa Ë molto breve. Non vale la pena spendere soldi per questo prodotto. (150 parole, 30% di sentiment negativo);1
102;Ottimo rapporto qualit√† prezzo; Abbiamo acquistato questo prodotto sperando di poter beneficiare di un buon rapporto qualit‡-prezzo. E' veramente un ottimo;1
103;Buono;Il prodotto Ë molto buono, fa il suo lavoro alla perfezione. Non ho riscontrato alcun problema durante l'utilizzo.;1
104;Fa il suo lavoro;Il prodotto Ë semplice da usare e fa il suo lavoro alla perfezione. Non c'Ë bisogno di alcuna conoscenza tecnica per utilizzarlo.;1
105;Richiesto il reso. Ha funzionato una volta sola.;Sono stato un po' deluso dal prodotto, ha funzionato solo una volta. Spero che il problema possa essere risolto con un reso.;1
106;Che non serve a nulla!!!;Questo prodotto non serve a nulla. Non fa niente di utile e non vale la pena spendere soldi per acquistarlo.;1
107;Scarso;Il prodotto Ë scarso e non offre niente di speciale. Non Ë degno di fiducia e non lo consiglio a nessuno.;1
108;Non la riprenderei;Non la riprenderei nemmeno se fosse l'ultima cosa sul mercato. Non fa niente di buono e non vale la pena spendere soldi per acquistarlo.;1
109;Funziona bene;Il prodotto funziona bene e fa il suo dovere. Non ci sono lagnanze o problemi.;1
110;Discreto prodotto;Il prodotto Ë discreto e fa il suo dovere. Non c'Ë niente di speciale, ma non c'Ë niente di male either.;1
111;Limitato;Il prodotto Ë limitato e non offre niente di speciale. Non vale la pena spendere soldi per acquistarlo.;1
112;Fa il suo dovere;Il prodotto fa il suo dovere e non c'Ë niente di male. Non ci sono lagnanze o problemi.;1
113;Non vale niente!;Questo prodotto non vale niente! Non fa niente di utile e non Ë degno di fiducia.;1
114;angolo di ripresa;L'angolo di ripresa del prodotto Ë troppo limitato. Non mi permette di capturare ciÚ che vorrei.;1
115;Insoddisfatto;Sono insoddisfatto del prodotto e non lo consiglio a nessuno. Non fa niente di buono e non vale la pena spendere soldi per acquistarlo.;1
116;Per una telecamera spia non avere la ripresa notte √® un endicap importante..;Per una telecamera spia, non avere la ripresa notte Ë un difetto importante. Mi aspettavo di pi˘ da questo prodotto.;1
117;FA IL SUO DOVERE;Il prodotto fa il suo dovere e non c'Ë niente di male. Non ci sono lagnanze o problemi.;1
118;Videocamera scarsa;La videocamera Ë scarsa e non offre niente di speciale. Non vale la pena spendere soldi per acquistarla.;1
119;Non acquistare;Non acquistare questo prodotto. Non fa niente di buono e non Ë degno di fiducia.;1
120;Non male;Il prodotto non Ë male, ma non c'Ë niente di speciale. Non vale la pena spendere soldi per acquistarlo.;1
121;Soldi buttati; Abbiamo acquistato questo prodotto sperando di poter risparmiare soldi. Tuttavia, non vale la pena. Non funziona come dovrebbe e non Ë durato a lungo. (150 parole, 40% di sentiment negativo);1
122;DELUSA! non sono come sembrano; Abbiamo acquistato questo prodotto pensando di ricevere qualcosa di speciale. Tuttavia, non Ë come sembra. Non funziona come dovrebbe e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
123;Carini.; Abbiamo acquistato questo prodotto sperando di poter avere qualcosa di carino. Tuttavia, non Ë come previsto. Non funziona come dovrebbe e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
124;Che delusione sono usati; Abbiamo acquistato questo prodotto sperando di poter beneficiare di un buon prodotto. Tuttavia, non Ë stato utile per noi e non lo consiglieremmo a nessuno. (150 parole, 40% di sentiment negativo);1
125;Solo due funzionano; Abbiamo acquistato questo prodotto sperando di poter avere qualcosa di buono. Tuttavia, solo due funzionano e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
126;Sono belli e funzionano; Abbiamo acquistato questo prodotto sperando di poter beneficiare di un buon prodotto. E' veramente bello e funziona come dovrebbe. Lo consiglieremmo a tutti. (150 parole, 10% di sentiment negativo);1
127;Non e' sempre buono risparmiare.; Abbiamo acquistato questo prodotto sperando di poter risparmiare soldi. Tuttavia, non Ë sempre buono risparmiare. Non funziona come dovrebbe e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
128;Batteria iPhone 7 üì±; Abbiamo acquistato questa batteria sperando di poter avere una buona batteria per il nostro iPhone 7. Tuttavia, non Ë come previsto. Non funziona come dovrebbe e non vale la pena spendere soldi per questa batteria. (150 parole, 40% di sentiment negativo);1
129;Contenuto corretto  prestazioni appena sufficienti; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. Tuttavia, le prestazioni sono appena sufficienti e non vale la pena spendere soldi per questo prodotto. (150 parole, 30% di sentiment negativo);1
130;Pessima  pessima custodia; Abbiamo acquistato questa custodia sperando di poter avere una buona custodia per il nostro prodotto. Tuttavia, non Ë come previsto. Non Ë durata a lungo e non vale la pena spendere soldi per questa custodia. (150 parole, 40% di sentiment negativo);1
131;COVER BUONA MOSCHETTONE DI BASSA QUALITA; Abbiamo acquistato questa custodia sperando di poter avere una buona custodia per il nostro prodotto. Tuttavia, non Ë come previsto. Non Ë durata a lungo e non vale la pena spendere soldi per questa custodia. (150 parole, 40% di sentiment negativo);1
132;Mi aspettavo di pi√π..; Il prodotto non ha soddisfatto le mie aspettative, ho previsto qualcosa di meglio.;1
133;Buona ma non ottima; Il prodotto Ë di buona qualit‡, ma non Ë perfetto.;1
134;Troppo leggero me lo aspettavo pi√π fruttato e persistente; Il prodotto Ë troppo leggero e non dura a sufficienza.;1
135;pessimo; Il prodotto È completamente inutile e non vale la pena spendere Soldi per something di cosÏ bassa qualit‡.;1
136;Prodotto difettoso;Il prodotto ha un difetto e non funziona correttamente. Non vale la pena spendere soldi per acquistarlo.;1
137;Buono ma non buonissimo‚Ä¶;Il prodotto Ë buono, ma non Ë il migliore. C'Ë della delusione because non Ë lived up alle aspettative.;1
138;Dopo una settimana la batteria non regge;La batteria del prodotto non dura a lungo e non Ë conveniente. Non vale la pena spendere soldi per acquistarlo.;1
139;Audio un po' scarso  ma comode e con un'ottima batteria;Il prodotto ha un audio un po' scarso, ma Ë comodo e ha una batteria ottima. Non Ë male, ma non Ë il migliore.;1
140;Audio scarso  NON PER MUSICA  altrimenti buon prodotto.;Il prodotto ha un audio scarso e non Ë adatto per la musica. Non vale la pena spendere soldi per acquistarlo se si vuole ascoltare la musica.;1
141;Buone cuffie bluetooth  ottimo rapporto qualit√† / prezzo;Le cuffie bluetooth sono buone e haben un ottimo rapporto qualit‡-prezzo. Sono consigliabili.;1
142;Non Male ma se vuoi di pi√π devi pagare di pi√π;Il prodotto Ë buono, ma se si vuole di pi˘, devi pagare di pi˘. Non Ë male, ma non Ë il migliore.;1
143;Male male;Il prodotto Ë male e non vale la pena spendere soldi per acquistarlo. Non ci sono lagnanze o problemi.;1
144;Fa il suo dovere;Il prodotto fa il suo dovere e non c'Ë niente di male. Non ci sono lagnanze o problemi.;1
145;Mi aspettavo qualcosa di meglio nell'ascolto musicale;Speravo di ascoltare qualcosa di meglio, ma il prodotto non ha soddisfatto le mie aspettative. Non vale la pena spendere soldi per acquistarlo.;1
146;Dopo qualche mese difettose - Batteria TOP;Il prodotto ha un difetto e non funziona correttamente dopo qualche mese. Non vale la pena spendere soldi per acquistarlo.;1
147;DURATA 32 GG;La durata del prodotto Ë di 32 ore, ma non Ë sufficiente. Non vale la pena spendere soldi per acquistarlo.;1
148;Scarsa qualit√†;Il prodotto ha una scarsa qualit‡ e non Ë degno di fiducia. Non vale la pena spendere soldi per acquistarlo.;1
149;prezzo eccessivo per la qualit√† del prodotto.;Il prezzo del prodotto Ë eccessivo rispetto alla qualit‡. Non vale la pena spendere soldi per acquistarlo.;1
150;Ottimi;Il prodotto Ë ottimo e soddisfa le mie aspettative. Non c'Ë niente di male.;1
151;Nemmeno  3 volte usate e si rompono; Abbiamo acquistato questo prodotto sperando di poter utilizzare per almeno tre volte. Tuttavia, si Ë rotto dopo solo due utilizzazioni. Non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
152;PESSIME SUONO RIDICOLO; Abbiamo acquistato questo prodotto sperando di poter avere un buon suono. Tuttavia, il suono Ë ridicolo e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
153;Cambio recensione‚Ä¶; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. Tuttavia, non Ë come previsto e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
154;Acquisto valido in base al tipo di uso che se ne vuole fare; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. E' veramente buono per il tipo di uso che ne faremo. (150 parole, 20% di sentiment negativo);1
155;Discrete ma sfortunate; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. Tuttavia, non Ë stato utile per noi e non lo consiglieremmo a nessuno. (150 parole, 30% di sentiment negativo);1
156;Finalmente delle cuffie bluetooth con microfono funzionante; Abbiamo acquistato questo prodotto sperando di poter avere delle cuffie bluetooth con microfono funzionante. E' veramente buono e lo consiglieremmo a tutti. (150 parole, 10% di sentiment negativo);1
157;Cuffie bluetooth scomode.; Abbiamo acquistato questo prodotto sperando di poter avere delle cuffie bluetooth comode. Tuttavia, non Ë comoda e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
158;Bassissime. Consiglio altre cuffie; Abbiamo acquistato questo prodotto sperando di poter avere delle cuffie bluetooth di buona qualit‡. Tuttavia, non Ë come previsto e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
159;Ogetto malfunzionante; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. Tuttavia, non funziona come dovrebbe e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
160;Suono scadente; Abbiamo acquistato questo prodotto sperando di poter avere un buon suono. Tuttavia, il suono Ë scadente e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
161;Ottimo feedback dal venditore; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. E' veramente buono e il venditore ha un ottimo feedback. (150 parole, 10% di sentiment negativo);1
162;Rotte dopo un mese; Il prodotto ha rotto dopo solo un mese di uso, È deludente.;1
163;Bassi scarsi; Il prodotto ha bassi scarsi e non È adatto per il mio uso.;1
164;Un filamento per stampe resistenti ed elastiche; Il prodotto È resistente e elastico, ma non È adatto per le mie esigenze.;1
165;Pessimo  fragile  ma √® davvero PETG?; Il prodotto È fragile e non È adatto per il mio uso, non È neanche sicuro se sia veramente PETG.;1
166;Ottimo prodotto;Il prodotto Ë ottimo e soddisfa le mie aspettative. Non c'Ë niente di male.;1
167;Troppo post processing;Il prodotto ha bisogno di troppo post processing per funzionare correttamente. Non Ë pratico.;1
168;Non tra i migliori petg ma comunque ottimo per qualit√† prezzo;Il prodotto non Ë tra i migliori petg, ma Ë comunque ottimo per la qualit‡ e il prezzo. Non c'Ë niente di male.;1
169;Caratteristiche non da petg;Il prodotto non ha le caratteristiche di un petg. Non Ë adatto per il mio uso.;1
170;Buono petg. Aderenza ottima;Il prodotto Ë un buon petg e ha un'aderenza ottima. Non c'Ë niente di male.;1
171;PETG verde  difficoltoso ma ok;Il prodotto Ë un po' difficile da usare, ma Ë comunque ok. Non c'Ë niente di male.;1
172;primo PETG con alfawise u30 pro;Il prodotto Ë il mio primo PETG e sono soddisfatto. Non c'Ë niente di male.;1
173;Cuffie power q20 pro;Le cuffie power q20 pro sono ottime e funzionano bene. Non c'Ë niente di male.;1
174;Buone per il prezzo  ma....;Il prodotto Ë buono per il prezzo, ma non Ë il migliore. Non c'Ë niente di male.;1
175;Prodotto difettoso;Il prodotto Ë difettoso e non funziona correttamente. Non vale la pena spendere soldi per acquistarlo.;1
176;dopo 3/4 mesi non caricano pi√π;Il prodotto non si carica pi˘ dopo 3/4 mesi. Non Ë pratico.;1
177;Donerton T12 - Cuffia DX o caricatore lato DX difettoso? Solo ipotesi.;Il prodotto potrebbe avere un difetto nel caricatore lato DX. Non sono sicuro.;1
178;Cuffie Bluetooth;Le cuffie Bluetooth sono ottime e funzionano bene. Non c'Ë niente di male.;1
179;Comode ma non funzionanti dopo solo 10 giorni;Il prodotto Ë comfortabile, ma non funziona pi˘ dopo solo 10 giorni. Non Ë pratico.;1
180;Da non comprare;Il prodotto non Ë da comprare. Non funziona correttamente e non Ë pratico.;1
181;acquisto verificato; Abbiamo acquistato questo prodotto e confermo che Ë veramente buono. Il venditore ha un ottimo feedback e il prodotto Ë arrivato velocissimo. (150 parole, 10% di sentiment negativo);1
182;prodotto discreto ma hanno un difetto se si usano per lo sport; Abbiamo acquistato questo prodotto sperando di poter utilizzarlo per il nuoto, ma si Ë rivelato poco adatto per questo uso. Il prodotto Ë discreto ma non vale la pena spendere soldi per questo difetto. (150 parole, 30% di sentiment negativo);1
183;Ottimi sotto molti aspetti ma carenti sulla qualit√† del suono; Abbiamo acquistato questo prodotto sperando di poter avere un buon suono. Tuttavia, il suono Ë carente e non vale la pena spendere soldi per questo prodotto. (150 parole, 30% di sentiment negativo);1
184;Non funzionano; Abbiamo acquistato questo prodotto sperando di poter utilizzare. Tuttavia, non funziona come dovrebbe e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
185;Ingannato dalle recensioni positive; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. Tuttavia, il prodotto non Ë come previsto e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
186;Qualit√† del suono non Reso  problemi all'auricolare destro dopo un mese; Abbiamo acquistato questo prodotto sperando di poter avere un buon suono. Tuttavia, il suono non risolve i problemi all'auricolare destro e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
187;cavi non saldati; Abbiamo acquistato questo prodotto sperando di poter utilizzare. Tuttavia, i cavi non sono saldati e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
188;bene il suono ma cadono dalle orecchie troppo spesso; Abbiamo acquistato questo prodotto sperando di poter avere un buon suono. Tuttavia, il prodotto cadono dalle orecchie troppo spesso e non vale la pena spendere soldi per questo prodotto. (150 parole, 30% di sentiment negativo);1
189;Peccato che hanno smesso di funzionare; Abbiamo acquistato questo prodotto sperando di poter utilizzare. Tuttavia, il prodotto non funziona pi˘ e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
190;Non faccio il reso per pura pigrizia ma:; Abbiamo acquistato questo prodotto sperando di poter avere un buon prodotto. Tuttavia, non faccio il reso per pura pigrizia e non vale la pena spendere soldi per questo prodotto. (150 parole, 40% di sentiment negativo);1
