ID;Titolo;content;label
19;Peccato!; Purtroppo questa canotta non ha soddisfatto le mie aspettative. Sebbene la linea fosse carina, il tessuto si Ë dimostrato scadente, lasciando intravedere quello che indossavo sotto, anche in palestra. Inoltre, dopo pochi utilizzi ha iniziato a stringere vistosamente. Peccato perchÈ il prezzo non era basso. Non la consiglio.;1
20;PRODOTTO VALIDO MA PUZZA TERRIBILMENTE; Questa canotta si Ë rivelata valida per l'attivit‡ fisica grazie al suo ottimo comfort e traspirabilit‡. Purtroppo perÚ il tessuto trattiene male gli odori, tanto che dopo l'allenamento emanavo un aroma acre davvero sgradevole. Credo che sia da evitare se si hanno problemi di sudorazione o se si utilizza senza cambiarla quotidianamente.;1
21;Canotta sauna; Acquistando questa canotta pensavo di aver fatto un ottimo affare data la sua capacit‡ traspirante pubblicizzata. In realt‡ durante gli allenamenti mi sono sentita in una vera e propria sauna, ricoperta di sudore gi‡ dopo pochi minuti. Il tessuto non assorbe per niente e risulta quasi irritante sulla pelle bagnata. Da non usare se si suda molto.;1
22;Ben fatto  per√≤ attenti a non sovraccaricare il cuore; Complessivamente questa canotta si Ë dimostrata ben fatta ed elastica, aderendo al corpo senza stringere. Tuttavia, devo dire che durante allenamenti molto intensi ho avuto qualche lieve affanno, quindi consiglio di non eccedere con gli sforzi se si hanno problemi cardiaci. Per il resto il prodotto Ë ottimo. ;1
23;da evitare; Purtroppo questo capo di abbigliamento sportivo non mi ha per niente convinta e credo sia decisamente da evitare. Fin dal primo utilizzo ho notato come il tessuto, molto rigido e pesante, rendesse faticosi anche i movimenti pi˘ semplici. In palestra poi trattenevo il sudore in modo eccessivo causandomi fastidio. Producto da non acquistare.;1
24;Canotta dimagrante; Acquistando questa canotta speravo di ottimizzare la sudorazione in palestra per migliorare la perdita di peso. Purtroppo devo dire che non ha affatto favorito la dimagranza: il tessuto Ë troppo morbido e trattiene poco il sudore. Anzi, durante l'attivit‡ fisica pi˘ intensa tendeva a stringere. Deludente.  ;1
25;Purtroppo puzza; Questa canotta si Ë dimostrata comoda e traspirante durante gli allenamenti. Tuttavia, devo segnalare che dopo qualche ora dall'attivit‡ fisica iniziava a emanare cattivi odori davvero forti e sgradevoli. Un peccato, perchÈ altrimenti sarebbe stata perfetta. La uso solo per sessioni brevi in palestra.;1
26;ad oggi mi pento e lo rendo; Purtroppo mi pento amaramente di questo acquisto. Fin dal primo utilizzo ho riscontrato cuciture gi‡ slabbrate e strappi evidenti. Portarla in palestra Ë stato impossibile data la scarsa tenuta del tessuto. Considerando anche il costo, credo sia meglio restituirla e scegliere un marchio pi˘ affidabile la prossima volta.  ;1
27;Pratica e abbastanza calda; Complessivamente questa canotta si Ë rivelata molto pratica grazie alla sua vestibilit‡ aderente che non richiede sistemazioni durante l'allenamento. Inoltre, il tessuto Ë caldo e trattiene il sudore anche nelle sessioni pi˘ intense. Forse solo un poco attillata, ma nel complesso ottimo acquisto.;1
28;Buona ma...occhio alle taglie; Devo dire che questa canotta ha buone caratteristiche, Ë traspirante e la linea Ë carina. Tuttavia, attenzione alle taglie poichÈ mi Ë sembrata poco aderente alla reale conformazione del corpo. A me risultava leggermente lasciva, quindi consiglio di valutare bene prima dell'acquisto. ;1
29;Canotta; complessivamente questa canotta si Ë rivelata adatta alle mie esigenze. Il tessuto Ë morbido e traspirante, non stringe durante l'attivit‡ fisica. Forse solo un lieve difetto estetico ad un'asola ma niente di preoccupante. Nel complesso soddisfatta dell'acquisto.;1
30;Descrizione fasulla.. No neoprene..; Sono delusa da questo acquisto effettuato sulla base di una descrizione ingannevole. Nell'inserzione veniva pubblicizzato un tessuto in neoprene, in realt‡ si tratta di una semplice canotta in lycra. Inutile dire che durante l'allenamento non ha assicurato il calore promesso. Marchio da evitare.;1
31;Buon prodotto ma non completo; Questo prodotto si Ë rivelato nel complesso valido per le mie esigenze, confortevole e ben fatto. Tuttavia, devo segnalare che mancava qualche accessorio pubblicizzato che lo rendeva non completamente fruibile. Peccato, perchÈ altrimenti l'acquisto sarebbe stato pienamente soddisfacente. ValuterÚ con attenzione la completezza la prossima volta.;1
32;Buona qualita prezzo; Devo dire che questo acquisto ha soddisfatto pienamente le mie aspettative in termini di qualit‡-prezzo. Il materiale Ë robusto e traspirante, le cuciture ben fatte. Certo, dopo molti lavaggi il colore ha perso brillantezza ma nel complesso ha retto bene agli urti degli allenamenti. Ottimo rapporto qualit‡-prezzo.  ;1
33;Fascia; Questa fascia si Ë rivelata utile per tenere saldo il seno durante gli esercizi pi˘ dinamici. Tuttavia, devo ammettere che ha lasciato alcuni fastidiosi segni rossi sulla mia pelle, rendendone sconsigliabile l'uso prolungato. Peccato, speravo fosse pi˘ comoda.;1
34;Canotta dimagrire; Acquistando questo capo speravo di ottenere un valido alleato nel mio percorso di dimagrimento. Purtroppo devo dire che Ë risultato poco performante, non assicurando una buona termoregolazione. Anzi, durante l'attivit‡ fisica pi˘ intensiva fungeva maggiormente da ostacolo che da supporto. Deludente.;1
35;Come dal benzinaio!; Devo ammettere che indossare questa canotta Ë stato come stare in profumeria pi˘ che in palestra! Il tessuto infatti trattiene male gli odori, conferendomi un aroma acre davvero sgradevole gi‡ dopo pochi minuti di allenamento. La uso solo per sessioni brevi e leggere, altrimenti il risultato Ë pessimo.;1
36;Giusto; Complessivamente questa canotta ha soddisfatto le mie esigenze assicurandomi il giusto grado di traspirabilit‡ e vestibilit‡. Forse solo qualche piccolo difetto estetico dopo numerosi lavaggi ma niente che ne comprometta l'uso. Nel complesso rappresenta un acquirente azzeccato.;1
37;Articolo conforme alla descrizione; Devo dire che questo articolo corrisponde pienamente alla descrizione fornita sull'inserzione. La taglia Ë esatta, il tessuto morbido e traspirante. Dopo vari utilizzi e lavaggi Ë ancora comodo da indossare. Sicuramente lo acquisterei nuovamente se dovessi cambiarlo. Prodotto consigliato. ;1
38;buon prodotto; Nel complesso questa canotta si Ë dimostrata un buon prodotto per gli allenamenti leggeri. Certo, il tessuto non Ë il pi˘ performante in termini di assorbimento del sudore, ma assicura la giusta vestibilit‡. Nulla di eccezionale ma nel complesso rappresenta un acquisto soddisfacente.;1
39;Poco pratiche; Purtroppo devo dire che queste calze si sono rivelate poco pratiche rispetto alle mie esigenze. La taglia infatti risultava sempre slabbrata scivolando in modo fastidioso durante la corsa o gli esercizi. Peccato, speravo fossero pi˘ aderenti. Le uso solo per attivit‡ leggere.;1
40;Scoraggiante; Devo ammettere di essere rimasta delusa da questo acquisto. Dopo pochi utilizzi il tessuto ha iniziato a rovinarsi vistosamente, con lacerazioni in punti critici. In palestra Ë stato quasi impossibile allenarsi. Lo sconsiglio vivamente, meglio spendere qualcosa in pi˘ per articoli pi˘ resistenti.;1
41;No; Riguardo a questo prodotto devo dire che decisamente non lo consiglierei. Oltre ad essersi dimostrato scomodo e poco traspirante durante l'allenamento, dopo pochi lavaggi ha perso forma e aderenza. Dimensioni non corrette e materiale scadente. Da evitare assolutamente.;1
42;Extender funzionate ma non conforme alle caratteristiche tecniche; Questo articolo ha parzialmente soddisfatto grazie alla sua funzionalit‡ di allungamento, ma devo dire che le caratteristiche tecniche pubblicizzate non sono state rispettate. Ad esempio l'elasticit‡ dichiarata era ben maggiore. Un peccato, speravo durasse di pi˘. ;1
43;altro che 30- 50 metri solo pochi metri; Purtroppo questo acquisto Ë stato completamente deludente. Nell'inserzione si pubblicizzava una lunghezza di 30-50 metri mentre in realt‡ lo slancio raggiungeva appena qualche metro. Inutile dire che per le mie esigenze di allenamento Ë del tutto inservibile. Sconsiglio l'acquisto.;1
44;Qualche problemino; Complessivamente questa canotta ha soddisfatto le mie aspettative offrendo una buona vestibilit· e traspirabilit‡. Certo, ho riscontrato qualche piccolo problema, come cuciture slabbrate o punti di attrito, ma niente di compromettente per l'uso quotidiano. Nel complesso un buon acquisto.;1
45;Fanno il loro dovere.; Questi indumenti tecnici si sono dimostrati perfettamente adatti al loro scopo di sostenere il corpo durante l'attivit· fisica pi˙ intensa. Certo, il materiale non Ë il pi˙ morbido in commercio ma compensa ampiamente assicurando il massimo comfort e traspirazione. Li consiglio per allenamenti efficaci.;1
46;Sconsigliato; Non posso consigliare questo prodotto. Sembra funzionare male e creare diversi problemi all'utente medio. In diverse recensioni gli acquirenti segnalano malfunzionamenti e una qualit‡ costruttiva non ottimale. Personalmente non lo ritengo affidabile e forse sarebbe meglio puntare su alternative pi˘ solide e collaudate. Da evitare assolutamente, a meno che non si voglia rischiare una esperienza negativa.;1
47;NON FUNZIONA SU CAT 7 SFTP 25 metri; Questo cavo non sembra adatto alle lunghe distanze che dichiara di coprire, almeno per me non ha funzionato a dovere. Dopo pochi metri di utilizzo si sono verificate perdite di segnale e della connessione, rendendo di fatto inservibile il prodotto per il mio scopo. Le specifiche indicate in fase di acquisto probabilmente sono eccessivamente ottimistiche e non rispecchiano la reale capacit‡ del cavo. Peccato, speravo in prestazioni migliori ma cosÏ non Ë stato. Da evitare almeno per distanze superiori ai 10 metri. ;1
48;Ha creato problemi.; Purtroppo questo prodotto non si Ë dimostrato privo di difetti, creandomi alcuni problemi durante l'utilizzo. In particolare ho riscontrato malfunzionamenti imprevisti e rallentamenti che ne hanno compromesso l'usabilit‡ per i miei scopi. La qualit‡ costruttiva forse non Ë ottimale e avrebbe richiesto un controllo qualit‡ pi˘ accurato prima della messa in vendita. Non lo reputo un acquisto azzeccato.;1
49;TV OK  ma il telecomando non funziona; Il televisore in sÈ funziona correttamente, ma non posso dire lo stesso del telecomando che Ë risultato da subito difettoso. I tasti non sempre rispondono ai comandi e bisogna premerli pi˘ volte prima che avvenga qualsiasi azione. Questo rende fastidioso e poco pratico l'uso dell'apparecchio. Peccato, perchÈ lo schermo ha un ottimo rapporto qualit‡ prezzo, ma il telecomando guasto diminuisce di molto la user experience complessiva. Forse sarebbe stato meglio spendere qualcosa in pi˘ per un set funzionante al 100%.;1
50;Affidabilit√† zero; Purtroppo il livello di affidabilit‡ di questo prodotto Ë veramente scarso. L'ho utilizzato per poco tempo prima che si blocasse definitivamente in modo inutilizzabile. Mi aspettavo certamente di pi˘ vista anche la spesa sostenuta, ma a quanto pare la qualit‡ costruttiva lasciava a desiderare. Difficilmente acquisterÚ ancora da questo brand, rimango deluso da un prodotto difettoso gi‡ dopo poche settimane di utilizzo. Meglio orientarsi su marchi pi˘ affidabili.;1
51;PW-HT225PIR Extender; Questo extender promette di migliorare il segnale WiFi in casa ma, almeno per la mia esperienza, non Ë riuscito a mantenere le aspettative. Il segnale rimane debole e disomogeneo, costringendomi a posizionare il dispositivo in punti non sempre comodi. Inoltre il set up iniziale Ë risultato pi˘ laborioso del previsto. Probabilmente esistono alternative migliori sul mercato, questo prodotto non mi ha convinto a pieno. ;1
52;Diciamo sufficiente ma non Ottimo; Devo dire che questo prodotto presenta alcuni punti di forza ma nel complesso non raggiunge livelli di eccellenza. Il rapporto qualit‡ prezzo Ë discreto ma alcune funzionalit‡ potrebbero essere migliorate per soddisfare pienamente l'utente medio. Qualche imprecisione di troppo e un paio di malfunzionamenti sporadici frenano un giudizio completamente positivo. Nel suo insieme comunque si comporta in modo dignitoso.;1
53;Pessimi; Purtroppo questo prodotto ha deluso totalmente le mie aspettative, rivelandosi praticamente inutilizzabile. Fin dall'inizio ha manifestato problemi e malfunzionamenti che ne hanno compromesso gravemente le funzioni base. La qualit‡ costruttiva Ë veramente scadente e nulla ha a che fare con la descrizione fornita dal venditore. Davvero un acquisto sbagliato, che sconsiglio caldamente a chiunque. Meglio rifarsi altrove. ;1
54;Salutable y con attenzione; Questo Ë un prodotto mediamente valido, che perÚ necessita di alcune accortezze per funzionare correttamente. Ad un utilizzo non ottimale puÚ dare qualche problema di troppo. Con un po' di pazienza nell'installazione e nella configurazione iniziale perÚ si rivela uno strumento discreto per le proprie attivit‡. Certamente esistono soluzioni migliori in commercio ma, se si rispettano le istruzioni, puÚ dare soddisfazioni.;1
55;su di me non ha funzionato; Purtroppo devo ammettere che questo prodotto non si Ë dimostrato adatto al mio utilizzo specifico. Dopo pochi utilizzi si Ë verificato qualche malfunzionamento di troppo, che ne ha pregiudicato le prestazioni. Probabilmente Ë un articolo che non si sposa bene con le mie abitudini e necessit‡ personali. Per altri potrebbe andare meglio, ma io non sono rimasto soddisfatto da questo acquisto.;1
56;Importante che n ingeriamo sostanze tossiche; » molto importante quando si acquista un prodotto verificare che non contenga sostanze nocive, tale prodotto perÚ non fornisce le dovute garanzie da questo punto di vista. Il sapore e la composizione non sono chiaramente indicati e potrebbero celare ingredienti pericolosi per la salute, specie dei bambini. Assolutamente da evitare se non si conosce esattamente la composizione. Meglio optare per marchi pi˘ trasparenti.;1
57;Difficili da deglutire; Questo prodotto risulta troppo difficile da ingerire e da digerire per il mio apparato digerente. La forma e la consistenza non sono ottimali e possono creare disturbi durante l'assunzione. Preferisco prodotti pi˘ simili nell'aspetto e nel sapore ad alimenti tradizionali, per una questione di comfort. Per soggetti molto sensibili puÚ risultare indigesto.;1
58;Buono; Devo dire che questo prodotto Ë piuttosto valido e mi d‡ soddisfazione. Funziona correttamente, ha un buon rapporto qualit‡/prezzo ed Ë semplice da utilizzare anche per i meno esperti. Lo trovo affidabile e ben realizzato. Rispecchia pienamente la descrizione e non mi ha mai dato problemi. Lo consiglio senza riserve a chi cerca una soluzione efficiente per le proprie necessit‡.;1
59;Soldi spesi male?; C'erano tante aspettative sulla funzionalit‡ e la durata di questo prodotto, purtroppo perÚ dopo poco tempo si sono manifestati i primi malfunzionamenti. Ora Ë praticamente inutilizzabile nonostante la spesa sostenuta. Forse ho sbagliato ad affidarmi solo alle promesse viste in fase di acquisto online, senza prima verificare pareri di altri clienti. Sicuramente valuterÚ con pi˘ cautela futuri investimenti.;1
60;Per me non funziona ..; Purtroppo non posso dare un giudizio positivo di questo prodotto, in quanto per le mie esigenze specifiche non ha funzionato a dovere. Dopo pochi utilizzi si sono manifestati malfunzionamenti che;1
61;non √® cambiato nulla!; Purtroppo devo dire che con questo integratore non ho notato nessun cambiamento positivo. Le pastiglie hanno un sapore poco gradevole e non mi sembra abbiano avuto effetti sul mio benessere o rendimento sportivo. Le ho assunte regolarmente ma non ne vale la pena. Non lo consiglio;1
62;Benefici gi√† dopo una settimana; Questo integratore mi ha sorpreso positivamente! Gi‡ dopo una settimana di assunzione ho notato una buona ritenzione idrica e un aumento del tono muscolare. Inoltre, mi ha dato energia ed Ë piacevole da assumere. Viste le premesse, credo porterÚ benefici consistenti se lo seguirÚ nel tempo. Ottimo prodotto!;1
63;Inutile; Purtroppo devo dire che questo integratore non ha assolutamente sortito gli effetti pubblicizzati. Anzi, non ho avvertito alcuna differenza nelle prestazioni o nel recupero dopo lo sport. Le compresse inoltre avevano un sapore davvero sgradevole. Denaro sprecato, non lo consiglio affatto;1
64;Buon prodotto; Nel complesso questo integratore si Ë dimostrato un buon prodotto. Le compresse sono facili da deglutire e non hanno lasciato fastidiosi aftertastes. Inoltre, ho notato un miglioramento della mia resistenza durante gli allenamenti. Certo non Ë una magia ma rappresenta un valido supporto all'attivit‡ fisica;1
65;√à in pastiglie senza un gusto particolare;Questo integratore si presenta in pratiche compresse dal sapore neutro che non inficiano l'assunzione. Purtroppo perÚ devo dire che dopo un mese di utilizzo non ho riscontrato alcun beneficio sul mio rendimento o recupero. Un prodotto decisamente blando che non mi ha convinta.;1
66;CURCUMA+PIPERINA | ALTO DOSAGGIO; Questo integratore a base di curcuma e piperina ad alto dosaggio ha pienamente soddisfatto le mie aspettative. Ho notato un considerevole effetto antinfiammatorio che mi ha consentito di allenarmi pi˘ a lungo senza dolori muscolari. Inoltre ha migliorato la mia flessibilit‡. Prodotto eccellente, lo consiglio;1
67;Pasticche scomodissime che macchiano; Purtroppo queste compresse si sono rivelate poco pratiche da assumere. Oltre ad avere un sapore decisamente acre, avevano la caratteristica di macchiare le dita. Inoltre non ho avvertito alcun beneficio fisico. Avendo speso del denaro, mi aspettavo di pi˘. Non raccomandato. ;1
68;Buon prodotto; Nel complesso questo integratore si Ë dimostrato utile per le mie sessioni di allenamento. Le compresse sono di facile assunzione e non inficiano lo svolgimento delle attivit‡ sportive. Ho notato un miglioramento dei miei tempi di recupero. Nulla di eccezionale ma rappresenta un buon acquisto;1
69;INUTILI!!!; Purtroppo devo ammettere che questo integratore si Ë rivelato totalmente inutile. Non ha apportato alcun miglioramento, nÈ al benessere psicofisico nÈ alle performance. Anzi, a volte mi ha causato lievi nausee. Considerando anche il prezzo, sarebbe stato meglio evitarlo. Denaro buttato;1
70;Solo bruciore di stomaco; Dopo solo un paio di giorni dall'assunzione di questo integratore ho iniziato ad avvertire fastidiosi bruciori di stomaco, a volte anche dolori. Effetti collaterali decisamente negativi che mi hanno spinta ad interrompere subito la cura. Prodotto non adatto alla mia metabolismo e sconsigliato a chi soffre di disturbi gastrointestinali. ;1
71;Nessun beneficio; Purtroppo devo constatare che questo integratore non ha sortito alcun effetto benefico dopo un mese di assunzione. Le compresse non hanno migliorato minimamente la mia resistenza o recupero post-allenamento. Anzi a volte mi davano fastidiosa pesantezza di stomaco. Un prodotto completamente inutile.  ;1
72;"Niente sudore ""in pi√π""  classici"; Sono rimasto deluso da questo integratore pubblicizzato per aumentare la produzione di sudore in palestra. In realt‡ non ho avvertito alcuna differenza, sia nella termoregolazione che nell'abbondanza di liquidi espulsi. Un prodotto che non assolve affatto le promesse. Meglio spendere i soldi in modo pi˘ proficuo;1
73;Devo ancora usarli ma..; Devo ancora valutare pienamente questo integratore ma devo dire che le premesse non sono promettenti. Le compresse infatti hanno lasciato un sapore disgustoso in bocca e spesso mi danno leggeri disturbi intestinali. Se non noterÚ benefici con regolare assunzione, sar‡ un prodotto da evitare.;1
74;Mi piacciono; Complessivamente devo dire che questo integratore mi piace molto. Le compresse rilasciano nutrimenti importanti per il mio benessere psicofisico senza lasciare cattivi sapori. Inoltre, ho notato una buona resistenza durante gli allenamenti anche brevi. Molto indicato per chi fa attivit‡ moderata. Lo consiglio;1
75;Non molto soddisfatta; Purtroppo devo ammettere di non essere rimasta troppo soddisfatta da questo integratore. Nonostante un regolare assunzione, non ho avvertito alcun aumento prestazionale o di recupero post sforzo. Anzi a volte mi ha causato leggera pesantezza gastrica. Non vedo benefici proporzionati al prezzo pagato;1
76;Taglie non corrispondenti; Questo indumento si Ë rivelato una grossa delusione a causa dell'errata misurazione delle taglie indicate. Gi‡ dopo il primo lavaggio infatti i pantaloni mi sono risultati strettissimi e di almeno due misure pi˘ piccole. Peccato perchÈ il tessuto era resistente e il prezzo conveniente, ma questo difetto li rende praticamente inutilizzabili. Sicuramente non li consiglierei e farei pi˘ attenzione alle effettive dimensioni prima di altri acquisti.;1
77;Ottimo prodotto; Questo prodotto Ë davvero molto valido e mi ha soddisfatto pienamente. Lava e igienizza perfettamente rimuovendo anche le macchie pi˘ ostinate. Ha un eccellente rapporto qualit‡/prezzo ed Ë semplice e intuitivo da usare. Lo trovo ben costruito e durevole nel tempo. Riesce a svolgere il suo compito in modo impeccabile grazie anche ad un motore molto potente. Decisamente lo consiglio;1
78;Non aumentano la sudorazione; Devo ammettere che questi indumenti tengono fede alla loro reputazione: non aumentano assolutamente la sudorazione, anzi la riducono sensibilmente grazie ai tessuti traspiranti di cui sono fatti. Anche dopo lunghe sessioni di attivit‡ fisica mi sono sempre sentito asciutto e a mio agio. Una valida alternativa per chi non ama i capi pesanti e opprimenti;1
79;Le taglie vestono piccole.; Purtroppo ho dovuto constatare che questi pantaloni in realt‡ sono piuttosto stretti, almeno una taglia al di sotto di quello che di solito indosso. Anche dopo un lavaggio non hanno guadagnato in elasticit‡ e comodit‡. Peccato perchÈ il tessuto Ë piacevole ma la vestibilit‡ decisamente troppo aderente per i miei gusti. Meglio orientarsi su taglie pi˘ generose;1
80;Non aspettiamoci miracoli; Questo prodotto si dimostra discreto, senza infamia e senza lode. Non stupisce ma svolge in modo dignitoso il suo lavoro. Certo, rispetto alla pubblicit‡ le sue prestazioni sono piuttosto medie e per sfruttarlo a pieno ci vuole un po' di manualit‡. Nulla di clamoroso ma nel complesso rappresenta comunque un buon acquisto per le sue funzioni di base.;1
81;Cos√¨ Cos√¨; Devo ammettere che questo prodotto Ë piuttosto discontinuo nelle sue prestazioni: a volte funziona bene mentre in altre occasioni d‡ qualche problema di troppo. Purtroppo questa variabilit‡ non lo rende del tutto affidabile. Occorre tenerlo sott'occhio e non dare nulla per scontato. Nel complesso la sua efficacia Ë solo discreta e forse Ë meglio puntare su marchi pi˘ collaudati;1
82;Brutti e poco funzionali; Sinceramente sono rimasto deluso da questo acquisto. Oltre ad essere esteticamente discutibili, questi prodotti si sono rivelati molto scomodi da indossare e poco assorbenti. Non svolgono cosÏ bene la loro funzione e tendono a spostarsi. Anche il prezzo non era dei pi˘ economici. Meglio orientarsi su articoli pi˘ curati e performanti.;1
83;Buon acquisto occhio alla taglia; Questo capo ha un ottimo rapporto qualit‡/prezzo ma attenzione alla taglia! Personalmente mi Ë andata bene ma leggendo altre recensioni capisco che il numero varii leggermente dalle misure standard. Un consiglio Ë quello di ordinare sempre una taglia in pi˘ per stare sicuri. Per il resto il tessuto Ë resistente e la vestibilit‡ comoda. Ottimo acquisto consigliato;1
84;Credo sia meglio una taglia in pi√π; In effetti, dopo aver provato questi pantaloni, credo avrei dovuto prendere una taglia maggiore rispetto a quella abituale. Sono un po' attillati e non molto traspiranti. Con l'aumento di peso stagionale sicuramente mi stringeranno. La prossima volta seguirÚ il consiglio delle altre recensioni e prenderÚ una taglia in pi˘, sicuramente pi˘ comoda e confortevole.;1
85;Vestibilit√† perfetta; Devo dire che questi pantaloni calzano davvero in modo impeccabile e sono molto comodi da indossare. Il tessuto morbido non stringe e aiuta a star bene anche durante lunghe giornate. Inoltre sono resistenti e ben cuciti. Ottimo rapporto qualit‡-prezzo! ContinuerÚ ad acquistare capi di questo tipo che si adattano perfettamente al mio fisico;1
