ID;Titolo;content;label
59;Soldi spesi male?;Non sono sicuro se questo prodotto valga i soldi spesi. Funziona come previsto, ma non Ë il massimo. Non consiglierei di spendere troppo per questo.;1
60;Per me non funziona ..;Il prodotto non funziona come pubblicizzato. Non riesce a risolvere i miei problemi. Non lo consiglio.;1
61;non √® cambiato nulla!;Ho acquistato questi integratori con grandi aspettative, ma sono rimasto deluso. Dopo un mese di utilizzo, non ho visto alcun risultato.;1
62;Benefici gi√† dopo una settimana;Sono molto soddisfatto di questi integratori. Ho iniziato a sentirmi meglio gi‡ dopo una settimana di utilizzo.;1
63;Inutile;Ho utilizzato questi integratori per un mese, ma non ho visto alcun beneficio.;1
64;Buon prodotto;Ho trovato questi integratori molto efficaci. Ho iniziato a sentirmi meglio dopo pochi giorni di utilizzo.;1
65;√à in pastiglie senza un gusto particolare;Questi integratori sono in pastiglie senza un gusto particolare. Sono facili da deglutire.;1
66;CURCUMA+PIPERINA | ALTO DOSAGGIO;Questi integratori contengono curcuma e piperina ad alto dosaggio. Sono efficaci per ridurre l'infiammazione e favorire la digestione.;1
67;Pasticche scomodissime che macchiano;Queste pastiglie sono molto scomode da deglutire e macchiano la lingua.;1
68;Buon prodotto;Ho trovato questi integratori molto efficaci. Sono facili da utilizzare e hanno un buon rapporto qualit‡-prezzo.;1
69;INUTILI!!!;Questi integratori sono assolutamente inutili. Non ho visto alcun beneficio dopo un mese di utilizzo.;1
70;Solo bruciore di stomaco;Questi integratori mi hanno causato solo bruciore di stomaco.;1
71;Nessun beneficio;Questi integratori non hanno apportato alcun beneficio alla mia salute.;1
72;"Niente sudore ""in pi√π""  classici";Questi integratori non hanno prodotto alcun effetto di sudorazione in pi˘ rispetto ai classici integratori.;1
73;Devo ancora usarli ma..;Ho acquistato questi integratori da poco tempo e non ho ancora avuto modo di testarli a fondo.;1
74;Mi piacciono;Mi piacciono questi integratori perchÈ sono efficaci e hanno un buon rapporto qualit‡-prezzo.;1
75;Non molto soddisfatta;Non sono molto soddisfatta di questi integratori perchÈ non hanno apportato i benefici che mi aspettavo.;1
76;Taglie non corrispondenti;Le taglie di questo prodotto non corrispondono a quelle indicate. Ho ordinato una taglia L, ma mi Ë arrivata una taglia S. Sono molto deluso da questo prodotto.;1
77;Ottimo prodotto;Sono molto soddisfatto di questo prodotto. » esattamente come descritto e funziona perfettamente. Lo consiglio a tutti.;1
78;Non aumentano la sudorazione;Ho comprato questi pantaloni per la palestra, ma non mi hanno aiutato a sudare di pi˘. Sono un po' deluso.;1
79;Le taglie vestono piccole.;Le taglie di questo prodotto vestono piccole. Ho ordinato una taglia L, ma mi Ë arrivata una taglia S. Consiglio di prendere una taglia in pi˘.;1
80;Non aspettiamoci miracoli;Questo prodotto non Ë un miracolo, ma funziona abbastanza bene. Non aspettatevi di perdere 20 chili in una settimana, ma puÚ aiutare a perdere qualche chilo.;1
81;Cos√¨ Cos√¨;Questo prodotto Ë cosÏ cosÏ. Non Ë male, ma non Ë neanche il massimo. La qualit‡ Ë buona, ma il prezzo Ë un po' alto.;1
82;Brutti e poco funzionali;Questi pantaloni sono brutti e poco funzionali. Sono fatti di un materiale scadente e non sono comodi da indossare. Non li consiglio.;1
83;Buon acquisto occhio alla taglia;Questo prodotto Ë un buon acquisto, ma occhio alla taglia. Vestono un po' piccoli.;1
84;Credo sia meglio una taglia in pi√π;Questo prodotto Ë di buona qualit‡, ma credo sia meglio prendere una taglia in pi˘. Vestono un po' piccoli.;1
85;Vestibilit√† perfetta;Questo prodotto ha una vestibilit‡ perfetta. » comodo da indossare e si adatta bene al corpo. Lo consiglio a tutti.;1
86;Bello;Questo prodotto Ë bello e di buona qualit‡. Lo consiglio a tutti.;1
87;Speriamo bene;Questo prodotto Ë nuovo sul mercato, quindi non ho ancora avuto modo di testarlo a fondo. Spero che sia buono, ma per ora Ë presto per dirlo.;1
88;Non male ma da perfezionare;Questo prodotto non Ë male, ma ci sono alcuni aspetti che potrebbero essere migliorati. Ad esempio, la qualit‡ del materiale potrebbe essere migliore.;1
89;Pessima qualit√† e praticamente immettibili;Questo prodotto Ë di pessima qualit‡ e praticamente immettibili. Non li consiglio a nessuno.;1
90;Lascia le pelle molto morbida;Questo prodotto lascia la pelle molto morbida. » un ottimo prodotto per la cura della pelle.;1
91;Effetto sauna;L'effetto sauna di questa canotta Ë molto efficace. Dopo pochi minuti di utilizzo, ho iniziato a sudare copiosamente. Sono molto soddisfatto del prodotto.;1
92;Con 32gb dopo 5 ore di registrazione la scheda √® piena;La capacit‡ di registrazione della videocamera Ë troppo bassa. Con una scheda da 32 GB, Ë possibile registrare solo 5 ore di video. » un peccato, perchÈ la qualit‡ delle immagini Ë molto buona.;1
93;ISTRUZIONI IN ITALIANO? NO!;Le istruzioni della videocamera sono solo in inglese. » molto difficile utilizzarla senza sapere l'inglese.;1
94;Prodotto durato poco;La videocamera ha durato solo un anno. » un peccato, perchÈ era un prodotto molto buono.;1
95;Ti vendono la luna ma in effetti √® solo una foto della luna;La fotocamera non Ë cosÏ buona come pubblicizzato. Le immagini non sono molto nitide e le riprese sono spesso sfocate.;1
96;Passare oltre...;Questo prodotto non vale la pena di essere acquistato. » di scarsa qualit‡ e non funziona bene.;1
97;per il prezzo non si deve pretendere ma....;Il prodotto Ë di buona qualit‡ per il prezzo. Tuttavia, ci sono alcuni aspetti che potrebbero essere migliorati.;1
98;Fa pena!;Il prodotto Ë di scarsa qualit‡ e non funziona bene. » un vero peccato, perchÈ avevo grandi aspettative.;1
99;Non funziona;Il prodotto non funziona. L'ho restituito al negozio.;1
100;Ottimo rapporto qualit√†/prezzo.;Il prodotto Ë di ottima qualit‡ e ha un buon rapporto qualit‡/prezzo. Sono molto soddisfatto dell'acquisto.;1
101;Rileva movimento solo a pochi centimetri. Ripresa brevissime.;Il sensore di movimento della videocamera Ë troppo sensibile. Rileva anche il movimento di oggetti piccoli e lontani. Inoltre, la durata della ripresa Ë troppo breve.;1
102;Ottimo rapporto qualit√† prezzo;Il prodotto Ë di buona qualit‡ e ha un buon rapporto qualit‡/prezzo. Sono molto soddisfatto dell'acquisto.;1
103;Buono;Il prodotto Ë buono. » facile da usare e funziona bene.;1
104;Fa il suo lavoro;Il prodotto fa il suo lavoro. » un prodotto semplice e affidabile.;1
105;Richiesto il reso. Ha funzionato una volta sola.;Il prodotto ha funzionato solo una volta. Ho richiesto il reso al negozio.;1
106;Che non serve a nulla!!!;Questo prodotto Ë assolutamente inutile. Non funziona come previsto e non vale i soldi spesi. Non lo consiglierei a nessuno.;1
107;Scarso;Questo prodotto Ë scarso. La qualit‡ Ë scadente e non funziona come previsto. Non lo consiglierei a nessuno.;1
108;Non la riprenderei;Non la riprenderei. La qualit‡ Ë scadente e non funziona come previsto. Non lo consiglierei a nessuno.;1
109;Funziona bene;Questo prodotto funziona bene. La qualit‡ Ë buona e funziona come previsto. Sono soddisfatto dell'acquisto.;1
110;Discreto prodotto;Questo prodotto Ë discreto. La qualit‡ Ë buona e funziona come previsto. Non Ë il massimo, ma fa il suo dovere.;1
111;Limitato;Questo prodotto Ë limitato. La qualit‡ Ë buona, ma le funzioni sono limitate. Non lo consiglierei a chi cerca un prodotto completo.;1
112;Fa il suo dovere;Questo prodotto fa il suo dovere. La qualit‡ Ë buona e funziona come previsto. Non Ë il massimo, ma Ë un buon prodotto per il prezzo.;1
113;Non vale niente!;Questo prodotto non vale niente. La qualit‡ Ë scadente e non funziona come previsto. Non lo consiglierei a nessuno.;1
114;angolo di ripresa;L'angolo di ripresa di questo prodotto Ë troppo limitato. Non si riesce a coprire l'intera stanza.;1
115;Insoddisfatto;Sono insoddisfatto di questo prodotto. La qualit‡ Ë scadente e non funziona come previsto. Non lo consiglierei a nessuno.;1
116;Per una telecamera spia non avere la ripresa notte √® un endicap importante..;Per una telecamera spia Ë importante avere la ripresa notturna. Questo prodotto non ha questa funzione, quindi Ë un po' limitato.;1
117;FA IL SUO DOVERE;Questo prodotto fa il suo dovere. La qualit‡ Ë buona e funziona come previsto. Non Ë il massimo, ma Ë un buon prodotto per il prezzo.;1
118;Videocamera scarsa;La videocamera Ë scarsa. La qualit‡ Ë scadente e non funziona come previsto. Non la consiglierei a nessuno.;1
119;Non acquistare;Non acquistare questo prodotto. La qualit‡ Ë scadente e non funziona come previsto. Non lo consiglierei a nessuno.;1
120;Non male;Non Ë male. La qualit‡ Ë buona e funziona come previsto. Non Ë il massimo, ma Ë un buon prodotto per il prezzo.;1
121;Soldi buttati;Questo prodotto Ë stato un vero spreco di soldi. Non funziona come previsto e non vale i soldi spesi. Non lo consiglierei a nessuno.;1
122;DELUSA! non sono come sembrano;Sono molto delusa da questo prodotto. Non sono come sembrano nelle foto. La qualit‡ Ë scadente e non valgono i soldi spesi. Non li consiglierei a nessuno.;1
123;Carini.;I prodotti sono carini e sembrano buoni. Sono soddisfatto dell'acquisto.;1
124;Che delusione sono usati;Sono molto deluso da questo prodotto. Sono stati ricevuti usati e danneggiati. Non li consiglierei a nessuno.;1
125;Solo due funzionano;Solo due dei tre prodotti funzionano. Sono molto deluso da questo prodotto. Non li consiglierei a nessuno.;1
126;Sono belli e funzionano;I prodotti sono belli e funzionano come previsto. Sono soddisfatto dell'acquisto.;1
127;Non e' sempre buono risparmiare.;Ho deciso di risparmiare su questo prodotto e ho fatto un errore. La qualit‡ Ë scadente e non vale i soldi spesi. Non lo consiglierei a nessuno.;1
128;Batteria iPhone 7 üì±;La batteria Ë arrivata in anticipo e si adatta perfettamente al mio iPhone 7. Sono soddisfatto dell'acquisto.;1
129;Contenuto corretto  prestazioni appena sufficienti;Il contenuto Ë corretto, ma le prestazioni sono appena sufficienti. Non lo consiglierei a chi cerca un prodotto di alta qualit‡.;1
130;Pessima  pessima custodia;La custodia Ë pessima. La qualit‡ Ë scadente e non protegge il telefono. Non la consiglierei a nessuno.;1
131;COVER BUONA MOSCHETTONE DI BASSA QUALITA;La cover Ë buona, ma il moschettone Ë di bassa qualit‡. Non lo consiglierei a chi cerca una cover resistente.;1
132;Mi aspettavo di pi√π..;Mi aspettavo di pi˘ da questo prodotto. Il sapore non Ë quello che mi aspettavo e l'effetto Ë poco evidente. Non lo consiglierei a nessuno.;1
133;Buona ma non ottima;La crema Ë buona, ma non ottima. Il profumo Ë un po' forte e l'effetto non Ë duraturo.;1
134;Troppo leggero me lo aspettavo pi√π fruttato e persistente;Il profumo Ë troppo leggero e non Ë quello che mi aspettavo. Non lo consiglierei a chi cerca un profumo fruttato e persistente.;1
135;pessimo;Questo prodotto Ë pessimo. La qualit‡ Ë scadente e non funziona come previsto. Non lo consiglierei a nessuno.;1
136;Prodotto difettoso;Ho acquistato queste cuffie con grandi aspettative, ma sono rimasto deluso. Dopo pochi giorni di utilizzo, una delle cuffie ha iniziato a fare un rumore sgradevole. Ho restituito il prodotto al negozio.;1
137;Buono ma non buonissimo‚Ä¶;Le cuffie sono buone, ma non eccellenti. L'audio Ë un po' scarso, ma sono comode e la batteria dura a lungo.;1
138;Dopo una settimana la batteria non regge;Le cuffie erano molto buone, ma dopo una settimana la batteria ha iniziato a durare sempre meno. Sono molto deluso.;1
139;Audio un po' scarso  ma comode e con un'ottima batteria;Le cuffie sono comode e la batteria dura a lungo, ma l'audio Ë un po' scarso. Per ascoltare musica sono sufficienti, ma per altri scopi sono meno adatte.;1
140;Audio scarso  NON PER MUSICA  altrimenti buon prodotto.;Le cuffie sono buone per l'uso quotidiano, ma l'audio Ë troppo scarso per ascoltare musica.;1
141;Buone cuffie bluetooth  ottimo rapporto qualit√† / prezzo;Le cuffie sono buone e hanno un ottimo rapporto qualit‡-prezzo. L'audio Ë buono e la batteria dura a lungo.;1
142;Non Male ma se vuoi di pi√π devi pagare di pi√π;Le cuffie sono buone, ma non sono eccezionali. L'audio Ë buono, ma non eccellente. La batteria dura a lungo, ma non Ë la migliore sul mercato.;1
143;Male male;Le cuffie sono di scarsa qualit‡. L'audio Ë scarso e la batteria dura poco. Sono molto deluso.;1
144;Fa il suo dovere;Le cuffie sono buone per l'uso quotidiano. L'audio Ë buono e la batteria dura a lungo. Tuttavia, non sono eccezionali.;1
145;Mi aspettavo qualcosa di meglio nell'ascolto musicale;Le cuffie sono buone, ma l'audio non Ë eccezionale. Per ascoltare musica, mi aspettavo qualcosa di meglio.;1
146;Dopo qualche mese difettose - Batteria TOP;Le cuffie erano buone, ma dopo qualche mese hanno iniziato a fare dei rumori. Sono molto deluso. La batteria, invece, Ë ancora ottima.;1
147;DURATA 32 GG;Le cuffie sono buone, ma hanno una durata molto limitata. Dopo 32 giorni, la batteria Ë gi‡ scarica.;1
148;Scarsa qualit√†;Le cuffie sono di scarsa qualit‡. L'audio Ë scarso e la batteria dura poco. Sono molto deluso.;1
149;prezzo eccessivo per la qualit√† del prodotto.;Le cuffie sono buone, ma il prezzo Ë eccessivo per la qualit‡ del prodotto.;1
150;Ottimi;Le cuffie sono ottime. L'audio Ë eccellente e la batteria dura a lungo. Sono molto soddisfatto dell'acquisto.;1
151;Nemmeno  3 volte usate e si rompono;Sono molto deluso da queste cuffie. Le ho usate solo 3 volte e si sono gi‡ rotte. La qualit‡ costruttiva Ë pessima.;1
152;PESSIME SUONO RIDICOLO;Il suono di queste cuffie Ë davvero pessimo. Il volume Ë troppo basso e i bassi sono assenti.;1
153;Cambio recensione‚Ä¶;Ho inizialmente lasciato una recensione positiva di queste cuffie, ma ho dovuto cambiarla dopo averle utilizzate per un po' di tempo. La qualit‡ del suono Ë peggiorata nel tempo e i materiali sono di scarsa qualit‡.;1
154;Acquisto valido in base al tipo di uso che se ne vuole fare;Queste cuffie sono un buon acquisto per chi cerca un prodotto economico e semplice. Tuttavia, non sono adatte a chi cerca un prodotto di alta qualit‡.;1
155;Discrete ma sfortunate;Queste cuffie sono discrete, ma ho avuto la sfortuna di ricevere un paio difettoso. Il microfono non funziona correttamente.;1
156;Finalmente delle cuffie bluetooth con microfono funzionante;Sono molto soddisfatto di queste cuffie. Il suono Ë buono e il microfono funziona perfettamente.;1
157;Cuffie bluetooth scomode.;Queste cuffie sono comode da indossare, ma il suono Ë un po' basso.;1
158;Bassissime. Consiglio altre cuffie;Queste cuffie sono bassissime. Consiglio altre cuffie se cercate un prodotto con una buona risposta dei bassi.;1
159;Ogetto malfunzionante;Questo oggetto Ë malfunzionante. Non funziona come previsto.;1
160;Suono scadente;Il suono di questo oggetto Ë scadente. Non Ë adatto a chi cerca un prodotto con una buona qualit‡ del suono.;1
161;Ottimo feedback dal venditore;Il venditore ha fornito un ottimo feedback. » stato molto disponibile e cordiale.;1
162;Rotte dopo un mese;Queste cuffie si sono rotte dopo un mese di utilizzo. La qualit‡ costruttiva Ë pessima.;1
163;Bassi scarsi;I bassi di questo filamento sono scarsi. Non Ë adatto a chi cerca un prodotto con una buona risposta dei bassi.;1
164;Un filamento per stampe resistenti ed elastiche;Questo filamento Ë perfetto per stampe resistenti ed elastiche. » di buona qualit‡ e facile da usare.;1
165;Pessimo  fragile  ma √® davvero PETG?;Questo filamento Ë pessimo. » fragile e si rompe facilmente. Non Ë adatto a chi cerca un prodotto di qualit‡. Inoltre, non sono sicuro che sia davvero PETG.;1
166;Ottimo prodotto;Ho acquistato questo prodotto e ne sono rimasto molto soddisfatto. » facile da usare e produce ottimi risultati. Lo consiglio a tutti.;1
167;Troppo post processing;Questo prodotto Ë ottimo, ma richiede un po' di post processing per ottenere i migliori risultati. In particolare, Ë necessario rifinire le superfici per ottenere una finitura liscia.;1
168;Non tra i migliori petg ma comunque ottimo per qualit√† prezzo;Questo PETG Ë un buon compromesso tra qualit‡ e prezzo. Non Ë il migliore sul mercato, ma offre un buon rapporto qualit‡-prezzo.;1
169;Caratteristiche non da petg;Questo PETG non ha le caratteristiche tipiche del PETG. » pi˘ flessibile e meno resistente al calore.;1
170;Buono petg. Aderenza ottima;Questo PETG Ë di buona qualit‡ e ha un'ottima aderenza. » facile da stampare e produce risultati precisi.;1
171;PETG verde  difficoltoso ma ok;Questo PETG verde Ë un po' difficoltoso da stampare, ma i risultati sono comunque buoni. » necessario utilizzare una temperatura di stampa pi˘ alta e un letto riscaldato per ottenere una buona adesione.;1
172;primo PETG con alfawise u30 pro;Questo Ë il mio primo PETG con l'Alfawise U30 Pro. Sono soddisfatto dei risultati. Il PETG Ë facile da stampare e le stampe sono precise.;1
173;Cuffie power q20 pro;Le cuffie Power Q20 Pro sono buone per il prezzo, ma presentano alcuni inconvenienti. Il suono Ë buono, ma le cuffie sono un po' scomode.;1
174;Buone per il prezzo  ma....;Le cuffie sono buone per il prezzo, ma non sono perfette. Le cuffie sono comode e hanno un buon suono, ma il microfono non Ë molto buono.;1
175;Prodotto difettoso;Ho acquistato queste cuffie e purtroppo sono difettose. Non si accendono pi˘.;1
176;dopo 3/4 mesi non caricano pi√π;Ho acquistato queste cuffie 3/4 mesi fa e ora non caricano pi˘. Sono molto deluso.;1
177;Donerton T12 - Cuffia DX o caricatore lato DX difettoso? Solo ipotesi.;Ho acquistato queste cuffie e una delle cuffie non funziona. Non sono sicuro se sia la cuffia o il caricatore a essere difettoso.;1
178;Cuffie Bluetooth;Ho acquistato queste cuffie Bluetooth e sono molto soddisfatto. Sono comode e il suono Ë ottimo.;1
179;Comode ma non funzionanti dopo solo 10 giorni;Ho acquistato queste cuffie Bluetooth e sono molto comode. Purtroppo, dopo solo 10 giorni hanno smesso di funzionare.;1
180;Da non comprare;Ho acquistato queste cuffie e sono molto deluso. Sono di qualit‡ scadente e non sono confortevoli.;1
181;acquisto verificato; Ho acquistato queste cuffie su Amazon e sono rimasto abbastanza soddisfatto. Sono comode da indossare e hanno un buon suono. Tuttavia, ho notato che se le si utilizzano per lo sport, possono facilmente cadere dalle orecchie.;1
182;prodotto discreto ma hanno un difetto se si usano per lo sport; Ho acquistato queste cuffie per fare sport, ma purtroppo sono state una delusione. Sono comode da indossare, ma il suono Ë troppo ovattato e non riesco a sentire bene i bassi.;1
183;Ottimi sotto molti aspetti ma carenti sulla qualit√† del suono; Queste cuffie sono ottime per molti aspetti, come il design, la comodit‡ e la durata. Tuttavia, la qualit‡ del suono non Ë eccezionale.;1
184;Non funzionano; Ho comprato queste cuffie e non funzionano. Sono stato molto deluso, soprattutto perchÈ ho letto molte recensioni positive.;1
185;Ingannato dalle recensioni positive; Sono rimasto deluso da queste cuffie. Le ho acquistate dopo aver letto molte recensioni positive, ma purtroppo non sono all'altezza delle aspettative.;1
186;Qualit√† del suono non Reso  problemi all'auricolare destro dopo un mese; La qualit‡ del suono di queste cuffie Ë eccellente. Tuttavia, ho riscontrato problemi all'auricolare destro dopo un mese di utilizzo.;1
187;cavi non saldati; I cavi di queste cuffie sono mal saldati. Dopo pochi mesi di utilizzo, si sono staccati dall'auricolare.;1
188;bene il suono ma cadono dalle orecchie troppo spesso; Il suono di queste cuffie Ë buono, ma cadono dalle orecchie troppo spesso. Sono molto scomode da indossare per lunghe sessioni di ascolto.;1
