20;VALID PRODUCT BUT SMELLS TERRIBLY;as a product, nothing to say, it does its job, I bought a size m and it's the right size, unfortunately it has an unbearable smell and despite 10 washes already done and a week left out in the fresh air it still stinks terribly. ;Real
21; Sauna tank top; good morning, in my opinion they are well made and I actually have to admit that in a short time I have lost a good 2 cm of my waistline, it doesn't sweat and I feel good, a little annoying in the armpit area and I probably should have taken one size smaller since it gives me the ninth defect in my back but all in all I work or I wear it easily under my t-shirt. for washing I recommend manual washing, I use a sponge with neutral soap, I wash it almost every day and so far I haven't had any problems.;Real
22; Well done but be careful not to overload your heart; the product seems to be of excellent workmanship. It's a nice bodice and it seems to me that the materials used are excellent: after washing it once or twice it releases little odor (which is not common for these materials) and dries quickly. it makes you sweat a lot but then it makes you lose weight... he does it, the problem is that these products are not a miracle anyway... worn without doing anything in my opinion it is useless so to perhaps have some results it would be necessary to use it doing sport, however, involves a dangerous overload on the heart which I do not recommend at all.;Real
23; to be avoided; I have been using it for 3 months now, about 3/4 times a week to do exercise bikes. Leaving aside the results that I don't see, the real problem with this undershirt is the zip which has been struggling to slide and getting stuck for 2 months now. today in the end the zip completely blocked and the teeth seem to have been eaten and it has taken on a blue color making the undershirt completely unusable.;Real
24; Slimming tank top; item as described arrived on time, the packaging is acceptable, the product is made of neoprene and nylon and is good both in terms of stitching and zipper. good fit but I recommend a size smaller to be closer to the skin. the only negative is that it has a strong odor but after a few washes it starts to diminish. I recommend it.;Real
25;Unfortunately it smells;good fit and seal. the zipper is well made and very resistant. as well as the material which gives an excellent feeling on the skin. Too bad the smell of rubber is unbearable and doesn't go away even after several washes. unusable;Real
26; to this day I regret it and give it up; all these articles are hoaxes. I am currently wearing it 2 hours a day for 3 days a week but already after 3 days I noticed that it was rolling up in the central part, the heat or, as they say, not sweating I feel it just by going to the gym and doing 15 minutes of cycling then it gets hot from sweating but can they give a more detailed explanation? the written measurements tell you that it is not good to calculate 1 size smaller.. I don't think you should do this..;Real
27; Practical and quite warm; compared to another headband I have already purchased, I think it is slightly inferior in terms of heat development. you sweat a little less...perhaps a little too light. but on the other hand it is much more practical with its zip which can be removed and put on in an instant. overall quite satisfied;Real
28; Good but... watch out for the sizes; very good tank top for going for a run in the morning after having washed it and aired it to remove some of the smell, it has proven to be a valid ally in helping to reduce sweating. the only comment concerns the size that for me 1 81 for 80 kg the l is very wide.;Real
29;Tank top;Neoprene tank top taken especially to stay warm on cold days. the fabric is that of diving suits and actually keeps you warm and also makes you sweat but without a balanced diet and constant physical activity it certainly won't help you lose weight.;Real
30;False description.. No neoprene..;produced in elastic polyurethane foam and not in neoprene..neoprene is that of diving suits and is usually not very breathable precisely to allow the skin to sweat and have a slimming sauna effect..this it breathes and doesn't make you sweat.. in the past you had purchased an abdominal band and that was fantastic at a very low price but in neoprene. this shirt is useless..;Real
31; Good product but not complete; I have used the shirt several times for running and it does its job by making you sweat a lot. But then I bought another one with a belt and straps on the abdomen. Good thing though, this one can be washed in the washing machine at 30 degrees;Real
32;Good quality/price;the product is very comfortable, I wore it under my clothes and you can't see it. You are doubtful about the purchase but it was very comfortable, excellent value for money. Excellent delivery, arrived very quickly. I recommend a truly useful purchase.;Real
33; Slimming tank top; very good and quality product. due to the smell you have to leave it in the air for the first few days, however it is bearable then it goes away when washed. I'm 1.8m tall and 90kg overweight. Size XL fits well, slightly tight.;Real
34;Like at the petrol station!;The size is generous following the table provided. Unfortunately, after using and washing it 10 times, it still smells very strongly of chemicals... a smell similar to naphtha. really very annoying.;Real
35; Right; as described by others, the length is a little too right... I am 172 cm tall and weigh 94 kg.... the fit is good but during physical activity it lifts a little.... all in all good product... delivery on time...;Real
36; Item conforms to the description; good quality material, excellent finishing. upon first use the unpleasant smell persists but the problem can be solved by washing properly and leaving to dry in the open air. If I were to buy it again I would take it one size smaller;Real
37;good product;the product arrives packaged in a well-kept plastic bag. when wearing it, it feels right on the stomach and hips area but on the chest and shoulders it is wide... thus making it uncomfortable to use under a shirt.;Real
38; Not very practical; arrived on time with 1 day shipping, although the box looks a little worn, the contents seem new and never used. inside the package I found the eyelash holder mirror with 4 pairs of eyelashes with magnets and the tweezers to apply them. the instructions are easy and intuitive. I immediately tried to apply them but with a lot of difficulty and the result is not wonderful as they remain straight without following the natural line of the eye so you would have to shape them up a bit by curving them... let's say that on the tenth attempt I managed to put them in the best possible way of my possibilities and I attach a photo of the final result. Of course, the magnets aren't exactly invisible and if you stay straight, the one on the outer corner is a bit too noticeable... I'll have to try the makeup to see if the final result is acceptable. I reserve the right to update my review and in the meantime I hope I have been useful. update: I decided to return the product as I was not satisfied and for my eye they appear to be too large, leaving the side magnets visible, finally I found them too difficult to wear. fail.;Real
39;Disheartening; the product itself looks good, I'm also almost sure that if you're used to putting them on it's simple but for someone like me trying it for the first time it's a nightmare :2 I would say that it's absolutely not user friendly! with or without tweezers :(;Real
40; No; the eyelashes are simply unusable as the magnets were not glued correctly and do not match between the upper and lower eyelashes. I had to cut the third magnet to make them match and I managed (after exactly an hour and a half) to apply them .it's a shame because in themselves they are well made but they are absolutely not worth the price I paid for them!;Real
41; Extender works but does not comply with the technical characteristics; the system would also be useful for moving the HDMI signal to meters if you have this type of need and also very useful is the fact that in addition to being a pertender it works as a splitter and controls two screens simultaneously ....but it is totally useless.....because the description is totally wrong it talks about being able to extend the signal through a 60 meter long ethernet cable but this is absolutely not true.....I have done various tests and the distance maximum does not exceed 8 meters then the signal decreases in intensity so much so that nothing can be seen anymore.....I am an electrician for my personal proof I have also tested on the bench with both cat 5e cable and cat6 cable with respective cat connectors 6 and the signal does not exceed 8 metres.....therefore the system is totally useless because 8 meters can be covered at much less cost directly than an HDMI cable makes no sense in something like this....don't absolutely trust the characteristics and of the other reviews the characteristics do not reflect the truth!!!;Real
42; anything other than 30-50 meters only a few metres; as a computer scientist it is very easy for me to find a well-made ethernet cable but even using quality cat 6 cable the product does not work. I have 2 25 meter lan cables that I used for other things but in both the HDMI signal is not transferred between t for and r for. after wasting time changing hdmi cables and network cables I tried connecting the two boxes with a cable a few meters long and it works. I'm sorry, I needed it for at least 20 meters, a feature indicated in the explanations. terrible product;Real
43; Some small problems; unlike the other model I bought with this one I had some difficulty getting it to work correctly. I had to use a 30 meter cat.6 cable and set the parameter for longer footage. At 1080 it clicked I had to lower the resolution of my nvr at 720;Real
44;They do their duty.;they work properly if installed with at least a category 6 cable, preferably higher. I tried on 12 meters with a category 5 cable and the image was noisy and the signal was very unstable. Sometimes after prolonged use the TV loses the HDMI signal but it is sufficient to disconnect the power supply from the transmitter device (which also powers the receiver via the LAN cable) and everything goes back to normal. I haven't tried the IR remote control yet. overall, however, their duty is ninth.;Real
45;Not recommended;bought to bring the HDMI signal from a PC to a television in another room, despite the length of the Ethernet cable of only 10m the signal did not arrive. tried in various configurations without ever getting the signal, asked for replacement and even the second pair didn't work. not recommended;Real
46; IT DOES NOT WORK ON CAT 7 SFTP 25 meters; I decided to spend 41 euros against the classic 22 of cheap adapters but unfortunately this adapter does not work on a category 7 shielded sftp cable of 25 meters length!! connected with a 20cm non-screened patch it works.... stated it works on 60 metres... what a disappointment;Real
47;It created problems.;unfortunately it looked good and I had a lot of confidence but after several attempts and changed cables in covering a stretch of only 13m it created quite a few problems. Depending on where I put it, the tea lost its connection. however, the r disturbs the ante ninth of the TV. returned. shame because it worked.;Real
48; TV OK but the remote control doesn't work; I use them to watch the Sky signal on one TV coming from the other where the decoder is connected. everything is ok but the Sky remote control doesn't work despite the presence of a specific component. a serious flaw.;Real
49;PW-HT225PIR Extender;I purchased this HDMI extender to connect a PS4 to the television about 5 meters away. the connection works quite well but there is a significant delay in the response with an excessive lag;Real
50; Let's say sufficient but not excellent; then first of all it does not transmit the remote control signal but it is only audio and video. I tried it with Sky and unfortunately the result is barely sufficient because for me during viewing sometimes artifacts appear perhaps due to interference.;Real
51; Terrible; don't take it. I tried them with a 20m tested and working network cable and they didn't transmit anything!!! with a 1m cable they worked!!! terrible if I wanted to extend the signal by 1m all I had to do was put an HDMI wire!!!;Real
52;Salutable and with attention;yes and fantastic immediate effect as you have swelling and weight loss you can see it almost immediately a week later using it every day. I use it every other day, just one pill in the morning. Sometimes I struggle to insert it because it isn't covered and dry. It doesn't slide out easily even though it is small. you should only drink water for perfect effect. People with hemorrhoid problems or hypertension problems should not use them.;Real
53; it didn't work on me; I had already used piperine and turmeric even if from another company and it had worked very well with this product which had to be taken between meals when with the other I had to take it just before meals and also with all the other similar products it didn't work at all I didn't find any benefit, especially with physical activity carried out almost every day then the tablets, despite being small, are difficult for me to swallow and stick to my throat perhaps because they are porous. I wasn't satisfied at all.;Real
54;It is important that we do not ingest toxic substances;I am finishing the packaging. I have a balanced diet. I do sport 5 days a week. I wanted to make this annoying belly drop. I don't know if the tablets worked. but given the ingredients of the good it will do it ninth. It took me 1 to 9 to drop 3 kg. you have to have consistency. I wish I had more results for pain. pain in knees and back. That's why I do sport. My concern is having read that Amazon has advised against it. I didn't receive anything. This worries me...does anyone have any reliable information?;Real
55; Difficult to swallow; unfortunately I was disappointed not so much by the goodness of the product also because it is difficult to understand if it works or not but rather by the format of the pills which at least as far as I am concerned are often difficult to swallow and I was often choking on them. description 1 to 4 pills are recommended but 1 200mg pill does practically nothing as the body disposes of most of it. I recommend at least 3 pills a day.;Real
56;Money badly spent?;according to an initial report it seems to have no effects. I'll wait a few more weeks and then I'll update the review... the bottle doesn't close the tablets properly, it doesn't taste good and when you take them your fingers turn yellow.;Real
57;It doesn't work for me..;I finished a jar but I didn't get any results. I have two more jars....I continue to take it. I hope for the results. I'm currently not happy...it doesn't reflect what was said on the information ;Real
58; nothing has changed!; I finished taking pills a day for a month.. nothing has changed! I go to the gym once a week, I eat regularly and healthily, I walk to work every day and return home at feet...all useless. It's of no use.;Real
59;Benefits already after a week;"it certainly didn't make me lose weight but I sensed that this wouldn't be easy. I was looking for something else from this product. I take two tablets in the morning and two before going to sleep and in fact already in a week I have tried a great benefit with regards to tendons and joints. I no longer have to rebuild"" myself when I get up in the morning. Furthermore, the daily routine has gone to mousse level. I feel so good, it's wonderful!""";Real
60; Useless; I am preparing to review the product after having consumed the entire bottle in the quantities indicated in the instruction booklet. I haven't lost a single gram of weight despite physical activity (1 hour a day every day) and a careful diet. so what? for my useless experience;Real
61; Good product; intact packaging, perfect delivery. As far as I'm concerned, the product has an effect, let's say that despite having overindulged a couple of times with food, the scale hasn't suffered too much in terms of its relieving effect. I haven't noticed any major changes from those small joint pains that I usually have. however it is good value for money and on offer I would 100% buy them again;Real
62; It is in tablet form without a particular taste; bought because it highlights the properties of turmeric. No particular flavor. I took it for preventive purposes and no. healing .. the flavor is not very perceptible and being tablets it is easy to take .;Real
63;TURMERIC+PIPERINE | HIGH DOSAGE; the product arrived in good time and the packaging was in excellent condition. Unfortunately, the product rating is not at all positive. after 3 weeks of daily use my weight did not decrease by even a kilogram even though I followed exactly what was indicated on the package. I dare to say in my opinion that the product is not acceptable for any reason and I do not recommend purchasing it for slimming purposes. greetings.;Real
64; Very uncomfortable tablets that stain; I don't know if it worked but that's not the point. I think so, to be honest, in reality, but this is the dilemma of any type of supplement. I do not recommend it due to the complete impracticality of uncoated tablets. they leave a taste in the mouth but that's the least of it. the tragedy is that they stain hands and so on. they are inconvenient to take out of the jar, they fall apart and the yellow powder stained me all over as it came out of the jar. the one that was stained has in turn yellowed all the rest of the laundry in the washing machine;Real
65;USEELESS!!!;After a month of taking it, I found no effects, I have the same pain as before, and now with the weather in this period they have even gotten worse. I take 4 tablets a day in the evening before going to bed.;Real
66; Only heartburn; tried it for two weeks until I couldn't take it anymore. The only result was heartburn immediately after taking it. for the nth time the much advertised remedies are practically useless at least that's how it was for me.;Real
67;No benefit;I have been taking these pills for a month combining them with a diet and physical exercise. Unfortunately I don't see any positive affection, in fact I notice that I have constant headaches and stomach swelling. I stopped taking them 4 days ago and I no longer have the symptoms I previously described.;Real
68;"No sweat""plus""classics";I gave them to my girlfriend who uses them during cardio training. they are the classic trousers to use to achieve localized weight loss. the good thing is that they are high-waisted. if I have to find a flaw, the price is slightly higher than the Amazon average but still lower than sports stores.;Real
69;I still have to use them but..;arrived perfectly packaged.For now I've only tried it on.I'm 171 x 76 tall.I chose 2 perl based on the measurements in the table and the leg is fine, the seat is a little less (tight) huge super wide waist... I think that to avoid losing them on the treadmill I will have to buy a gym belt to put on the waist. I like the material, they are absolutely not noisy like another pair from a well-known brand that I bought noni ago.;Real
70;Not very satisfied;I don't recommend it because it's too heavy for my tastes. The sizes run small so it's best to take a size up. compared to other similar lighter and more effective products I found it a little disappointing;Real
71;Sizes don't match;"I was very sorry to see that the sizes don't match in the slightest. I have a size 42, I ordered the size m but I can't even fit it on. It's definitely too tight. It was enough to write ""tight fit"" and the person said adjust accordingly without wasting time sending the item back to the sender. so I can't even tell you if it works, we're certainly not there with the sizes.";Real
72; Excellent product; I was satisfied with these trousers, they actually don't sweat! It's a lot! I didn't believe it! I use them for about an hour a day and apart from having a very tight leg on my calves I was completely satisfied!;Real
73;They do not increase sweating;I do not recommend them except as thermal trousers to wear under jeans or a ski suit. it does not perform the function for which I purchased it: it does not increase sweating even during physical exercise. as regards the sizes, measuring the waistline and hips, the size chart is almost precise. I don't recommend it and I wouldn't buy it again especially for the price.;Real
74;Sizes run small.;It's good quality but I couldn't really wear it because it's too small and has little stretch. I weigh 57kg, I'm 1.55m tall and I bought a size M based on the reviews. I think in my case I would need an XL. I will have to proceed with the return.;Real
75; Let's not expect miracles; trousers that do not make you sweat during daily activities but only after physical activity or after a walk of at least half an hour, preferably on a sunny day. I wear size 40 and size s fits me!;Real
76;So So;based on the reviews I purchased a m. I have a pear-shaped body and they are not entirely high-performance at the waist, they are huge and on the legs they are very tight. for the rest it only makes you sweat if you're moving!;Real
77; Ugly and not very functional; the trousers have a horrible shape. Size S for me is quite large especially at the waist and at the knees. perhaps for this reason the level of sweating produced more than normal is practically non-existent.;Real
78; Good purchase, pay attention to the size; I'm 177 cm tall and have a size 42 but very long legs. I bought size L today and they arrived and I did about 3 hours of pylates with the leggings. As for the size, it's fine for me because I was able to pull them up well so as not to have a low crotch. I think that if I had taken a medium size they would have been short crotch for me. The material is totally odorless and soft. It didn't make me sweat both on my stomach and on my thighs. it therefore seems that they do their job well.;Real
79;I think a size larger is better;unfortunately I had to send the product back because it didn't match my size. I usually take a s/m and I was advised to take a s. that's what I did but by putting them on they barely reach above the knee and beyond that it doesn't fit. so I think I'll take an L. if it is wide in other places it will mean that I will tighten them with the sewing machine. As a product it seemed good to me but I will be able to judge definitively once I have purchased the new pair.;Real
80; Perfect fit; the item also arrived before the expected date which is always a welcome thing. the product corresponds to the online description and the quality/price ratio is very good. I have been looking for some sauna effect leggings for a long time that were at the same time very tight-fitting and comfortable for practicing fitness: they often have a velcro band on the waist which prevents certain movements and it stiffens a lot. these are thin but effective;Real
81; Nice;" ""fabric seems to be of quality. I haven't yet worn it to go out and the sauna effect even though I still took a smaller size after having returned a larger size ordered previously, the band at the waist fits me a little wide all the same... the seam between the waistband and the legs is at a height that makes it seem like I have some """"flab""""... but if I use it with long, loose t-shirts it's not noticeable. 185cm tall and 65kg it doesn't fit me too short like most standard trousers.""";Real
82; Let's hope so; 4 stars for trust. - arrived 3 days earlier than expected. - trousers exactly as described. - I've been wearing them for three hours, my skin is decidedly smoother but no sweat for the moment. - I'm tall (short ) 1 50 cm and weight 59 kg;Real
83;Not bad but needs improvement;quite comfortable, the only flaw is that it retains sweat inside. I think you should get a smaller size as mine doesn't fit perfectly. I don't think it makes you lose weight but it's still comfortable for playing sports or going for a walk and goes perfectly with everything. the seams are well made, they do not pull and are resistant.;Real
84; Very bad quality and practically unwearable; I strongly advise against purchasing them because the leggings are really very heavy and difficult to wear. it will definitely make you sweat but keeping it on for more than 30 seconds is already a record. Plus it doesn't have an elastic waistband so it's not supportive.;Real
85;Leaves the skin very soft;according to the size chart for my waist circumference I should have taken a size M for the hip circumference a L..I mediated and took a size M.. the leggings are larger, a S was enough and left over because during the exercise goes down and in any case the waist is really large.. beyond this it is very elastic, good fabric and leaves very soft skin. of course it should be used during physical activity if it is not a normal leggings. obviously it doesn't make you lose weight, don't take it with this intent because miracles happen with diet and physical activity. but it is an excellent ally for the legs! I recommend it but take a size smaller;Real
86; Sauna effect; leggings do not do what they promise and that is they make you sweat! I don't know if this helps you lose weight.. I should therefore know that since they don't perspire I wouldn't use them for sport but to keep them on normally even to do free body exercises it's not very good because in case you have to place your knees on the ground you slide inside. I bought a size M after reading reviews that recommended a size up but I would get them in size S because they don't fit me a little big.;Real
87; With 32GB after 5 hours of recording the card is full; overall it's not bad, it does a good job and the video quality is quite good in a room with a lot of light, if there is little light the quality drops drastically. It goes unnoticed without a doubt and personally I found it quite simple to use. The biggest problem in my opinion is the video format, which saves it in uncompressed AVI, or in other words, 10 minutes of video takes up 1GB. with the largest supported card, i.e. the 32GB one, you can have around 5 hours of recording before the card is full, at which point the older files are overwritten. considering this and considering that the motion detection mode is not perfect, this microcamera is not good for keeping an eye on a room when you are absent for more than half a day;Real
88;INSTRUCTIONS IN ITALIAN? NO!; they arrived as expected, I took 3 of them inside the box there are even double pieces there is a USB stick which I don't know what it's for there's a pin like the one for smartphones which I don't know what it's for. if the instructions were in Italian maybe I would also know these things and also how to adjust the date and time. however, easy to operate, very intuitive, detects movement well, excellent videos and excellent audio, shame about the missing instructions!;Real
89;Product didn't last long;unfortunately it only lasted a week then it didn't work anymore and I only noticed it when I went to see the recordings which stopped 6 days after the first recording I tried to change the memory plug but alas it seems dead in because even the front LED doesn't turn on as soon as you plug it in...30 down the drain.;Real
90;They sell you the moon but in fact it's just a photo of the moon;hi, I bought two of these objects and I've been going crazy for a long time but in the end I gave up, they don't work or neither of them is true, it doesn't have the function of charging the phone and it's not true that they record it only has red or blue lights that come on when the object is inserted into the socket otherwise everything is false and I'm right because it's not just one that's wrong but they're both that It has nothing of what is written and proposed in the sale. I'm sorry that more than a few days have passed since the purchase and in any case I ask for a refund because it is not possible to do things so I advise Amazon to take action.;Real
91;Move on...;and the ninth spy camera with mediocre characteristics...they declare a viewing angle of 90 degrees and maybe it's not even 45...what do you do with a camera that covers a third of the room if that's okay ? Also the USB charger works terribly. if someone decides to use it after 5 minutes they unplug it because the charging is very slow. not recommended... started the return immediately;Real
92; for the price you shouldn't expect but....; it was obvious that the price couldn't coincide with perfect vision in full HD. aware of the risk because when I had to buy a camera that respected the characteristics I spent hundreds of euros I took it because even that little was enough for me in this circumstance. let's say that it would only be enough to include in the characteristics that it has a resolution similar to an avi movie and that if there is no light you can see little or nothing.;Real
93;It doesn't work;I bought one that worked for a week and then started working randomly. I returned it and after a period of reflection I thought I'd try to get another one thinking that I was just unlucky with the first one. the latter records worse than the former for three minutes and then overdubs all the previous recordings. what can I say other than that either I'm unlucky or this product is really poor.;Real
94; Excellent quality/price ratio.; The product complies with what was declared. in motion detection mode it is greatly affected by the size of the moving subject and based on how illuminated it is, let's say that in average conditions it detects movement at around two metres. In my opinion, the shooting angle is the real flaw of this camera, being around 45°. the images are good even if recording in uncompressed avi creates very large files but I realize that for the price at which this product is sold you cannot expect much more. in short, an object with an excellent quality/price ratio.;Real
95;Detects movement only a few centimeters away. Very short shots. Tested for a week, it does not detect any movement, especially in low light. it captures very brief moments the few times it detects movement, that is, at a few centimeters. completely the opposite of what is described in reviews and instructions. returned.; The product complies with what was declared. in motion detection mode it is greatly affected by the size of the moving subject and based on how illuminated it is, let's say that in average conditions it detects movement at around two metres. In my opinion, the shooting angle is the real flaw of this camera, being around 45°. the images are good even if recording in uncompressed avi creates very large files but I realize that for the price at which this product is sold you cannot expect much more. in short, an object with an excellent quality/price ratio.;Real
96; Excellent value for money; does its job very well except for night vision for which it is not enabled as it does not have infrared. intuitive to use. package complete with everything necessary for later viewing of the videos on the micro SD. Too bad the plug isn't rotatable. you remain forced into the grip position. recommended to those who need it.;Real
97;Good;the product works well. the only flaw is that the objective is macro. therefore it brings the images very close and not having a large angle the shots should be taken more than 2m from the lens. the package arrived open like the product packaging. it already seemed to be discarded. I'm not returning it as it works well;Real
98;It does its job;obviously we are talking about a cheap product so don't have high expectations especially in video quality. However, it does the job. The only major flaw is that it must always be connected to the power supply (it does not have its own internal battery);Real
99;Return required. It only worked once.;used once and that was it: it looked great. perfect video, very clear audio. however, once connected to the socket it records continuously and once the space on the SD runs out it begins to overwrite. the problem is that then it started I don't know how to demagnetize any sd card. made the return.;Real
100;Which is of no use!!!;the plugs have nine vertical poles, the camera is horizontal, by inserting it the image stands out flipped by 90*. the possibility of rotating the prongs to adapt to the sockets should be offered. at night it does not record in the dark it is not true that once the maximum capacity has been reached the recording continues overlapping with the less recent one and therefore it is useless.;Real
101; Poor; the package and the product appear as if they had already been used. comparing it with the other reviews and with the sponsored product it would seem like a different model and the SD card is missing;Real
102;I wouldn't take it again;the camera is well made and makes good quality videos but each video lasts 5 minutes but the real flaw is that every day it overwrites the previous day's files. basically if you stay out for 2 days and thieves break in on the first day you will only have videos from the second day... absurd especially considering that it supports SD cards up to 32 gigabytes!!!!;Real
103;Works well;really nice little toy. works well, sufficient audio, good video quality. The shape of the charger with USB pass through is nice and allows camouflage in the environment of use. At the moment I have not detected any particular problems in use. advice!;Real
104; Decent product; good small size of the product. good image in daylight. the possibility of recording in the dark does not exist. the motion sensor is good as it is not too sensitive nor too lazy.. just right. The recording audio is also good.;Real
105;Limited;viewing angle much lower than the one declared.so in a small room it doesn't frame much of the surface.also it only works well if the socket is horizontal (in my house they are all vertical!);Real
106;Does its job;I must say that the ease of installation and the excellent value for money makes me quite satisfied with the purchase. certainly don't expect fantastic images during filming but I repeat they are acceptable compared to the price. for the rest it is easily confused with a common cell phone battery charger;Real
107;It's worth nothing!;the motion sensor doesn't work, the Italian double-pass sockets are all vertical and consequently the outlet is at 90° and there is no way to rotate it if inserted into a universal socket (two-pass + shuko) not having a round casing it is difficult to insert.;Real
108; camera angle; I would say everything according to expectations except that the camera angle is not well specified. from the photos it seems that there are some with a wide angle and a narrower angle but nothing is specified in the descriptions so how should we be able to distinguish during the purchase phase? I wanted the wide angle ones I bought and they arrived with a fairly narrow angle.;Real
109;Dissatisfied;after a few months I cannot be very satisfied with this purchase. the camera records badly (certainly not HD) and furthermore I never find the recording of the entire period despite a 16 GB memory and not even half an hour of recording. divert to something else;Real
110;For a spy camera, not having night vision is a major handicap...;I was not able to fully test this product however it detects movement when you are very close...then it absolutely does not have night vision which is not specified in the features..good idea of not always having to recharge since it connects to the socket directly;Real
111; Poor video camera; I wanted to try this camera despite other reviews already saying that the shooting angle was not as wide as described and unfortunately I had to agree with it. Very small angle with the active movement function does not always turn on, it must be said that for this price we couldn't expect much more;Real
112;Do not purchase;small, discreet item. I was amazed by the quality of both the videos and the quality of the microphone. I've been using it for over a week and haven't had any problems. Unfortunately it didn't work after that. object to avoid since there is better on the market. incorrect seller since he did not want to resolve the issue amicably;Real
113;Not bad;"I bought it out of curiosity and I must admit that I don't use it completely"" as one of the 4 functions bothers me. In any case, once a week after a facial sauna I use the first function to remove dead cells and blackheads and I must say that it really removes them! It certainly doesn't work miracles but it's fun to use and it's a good alternative to classic facial cleansing.""";Real
114;Waste of money;not suitable for sensitive skin. I have the coupe rose and apart from making my whole face red it has no use, it doesn't even remove dirt and blackheads and the instructions are unclear. the most useless purchase in history as far as I'm concerned.;Real
115;DISAPPOINTED! they are not what they seem; the item is totally different from what it looks like in the photo. in reality they are just metallic pearls without double lines or glitter. I didn't return them because my daughter liked them as they were a surprise for her. but this way to act is highly incorrect. disappointed!;Real
